Age;Education;Marital_Status;Income;Children;Mn_Customer;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;AllSpends
55;Master;Widow;51390;2;9;205;20;47;23;2;56;353
37;Graduation;Married;76630;0;1;255;31;446;40;56;175;1003
29;Basic;Single;26868;1;4;0;0;1;8;3;2;14
77;PhD;Divorced;48948;0;2;437;8;206;160;49;42;902
48;PhD;Single;55260;1;12;825;8;53;11;0;242;1139
64;Graduation;Together;64090;1;8;316;58;161;76;51;135;797
62;Graduation;Divorced;78331;1;1;756;138;354;160;169;61;1638
46;PhD;Married;37087;1;8;194;55;134;15;0;3;401
34;Graduation;Divorced;21846;1;10;7;17;18;6;10;26;84
62;Graduation;Married;81320;0;2;183;33;493;59;103;57;928
50;Graduation;Divorced;54137;1;8;171;0;11;0;1;20;203
53;Graduation;Together;66825;0;7;243;101;405;29;40;40;858
47;Graduation;Together;57100;0;12;181;21;69;39;3;96;409
51;Graduation;Together;58917;3;3;151;7;89;0;7;28;282
43;Graduation;Single;85072;0;4;494;92;391;194;11;241;1423
59;Graduation;Single;86429;0;11;464;28;873;29;18;37;1449
49;Graduation;Widow;45684;1;12;5;1;5;10;0;7;28
46;Graduation;Together;47889;1;1;29;0;29;0;5;4;67
34;PhD;Married;45921;0;3;102;9;49;24;3;12;199
54;PhD;Single;78420;0;6;604;28;674;91;28;28;1453
28;Graduation;Together;75114;0;11;571;12;523;63;60;24;1253
57;PhD;Widow;52278;1;1;953;0;71;0;0;174;1198
48;Master;Married;35641;1;7;63;3;67;8;9;28;178
26;Graduation;Single;95529;0;12;770;29;890;250;27;24;1990
66;Graduation;Married;62820;0;5;398;61;265;138;61;53;976
60;Master;Together;73113;0;12;741;19;154;50;9;28;1001
38;PhD;Married;84169;0;8;1478;19;403;0;19;0;1919
66;2n Cycle;Single;42607;1;11;156;29;56;30;32;47;350
66;PhD;Single;74637;0;5;960;64;464;146;0;16;1650
65;PhD;Together;46015;2;4;38;0;2;0;0;6;46
27;Graduation;Single;72354;0;4;315;26;473;220;12;182;1228
51;Master;Single;39858;1;1;15;20;25;2;7;26;95
72;PhD;Married;34469;2;5;19;6;20;0;5;12;62
34;Graduation;Together;83033;1;5;812;99;431;237;149;33;1761
41;Master;Together;24401;0;8;73;28;217;10;24;115;467
42;Graduation;Married;77583;0;2;372;23;384;250;12;108;1149
38;2n Cycle;Single;74116;0;12;871;111;704;145;55;166;2052
27;Graduation;Single;74293;0;5;375;152;335;93;91;81;1127
44;PhD;Married;68397;1;11;760;80;466;17;13;80;1416
46;PhD;Together;79632;0;4;471;0;510;99;21;12;1113
31;Graduation;Single;46107;1;2;31;9;27;16;9;33;125
69;PhD;Single;64950;1;8;819;0;72;12;0;63;966
31;Basic;Married;25443;1;12;1;4;3;8;9;7;32
68;Graduation;Single;75127;0;5;203;35;305;46;17;227;833
49;PhD;Together;32892;1;5;26;0;15;2;1;2;46
49;Graduation;Together;71796;0;10;354;21;311;167;75;32;960
50;PhD;Married;67536;1;5;1253;0;447;23;71;35;1829
49;Graduation;Single;55239;1;7;371;17;238;23;24;106;779
45;PhD;Divorced;60554;1;8;588;7;76;110;15;15;811
68;2n Cycle;Single;64831;2;6;480;86;249;75;86;144;1120
58;PhD;Together;56067;1;7;517;12;54;16;6;120;725
37;Graduation;Divorced;82025;0;5;267;98;606;48;70;98;1187
67;Graduation;Together;94384;0;3;1111;24;790;160;45;172;2302
34;Basic;Single;14906;0;12;7;7;14;7;16;15;66
33;PhD;Married;51563;0;10;1166;0;48;0;0;36;1250
38;2n Cycle;Married;57937;1;2;261;42;144;55;48;133;683
41;Graduation;Divorced;68274;2;9;135;25;51;23;25;46;305
43;Graduation;Together;39771;1;12;6;2;18;2;8;14;50
45;2n Cycle;Divorced;67893;1;10;711;28;142;49;18;47;995
41;PhD;Together;27922;1;5;11;0;13;2;4;11;41
44;PhD;Together;52190;2;5;42;0;17;0;0;18;77
47;Master;Divorced;44051;2;1;79;7;58;6;3;18;171
49;PhD;Single;42767;2;5;20;6;43;19;5;38;131
44;Master;Together;46106;2;5;30;0;8;2;0;14;54
44;PhD;Married;16927;2;2;20;2;23;3;1;4;53
55;Graduation;Married;59754;1;12;115;27;44;4;146;139;475
68;Graduation;Single;53700;1;8;263;5;233;69;41;83;694
47;Graduation;Married;59041;2;5;69;2;15;2;2;6;96
63;PhD;Divorced;54237;1;4;267;3;30;4;0;57;361
53;Graduation;Divorced;70647;1;9;561;85;171;25;123;114;1079
58;PhD;Single;52597;1;5;492;0;37;7;0;42;578
51;Master;Together;41021;1;12;14;7;9;6;16;12;64
45;PhD;Married;40233;1;10;80;4;46;0;17;2;149
40;Graduation;Married;50183;2;6;97;12;84;13;10;15;231
61;Graduation;Together;54753;1;9;197;107;227;7;59;131;728
47;Graduation;Married;92955;0;8;693;21;925;31;24;84;1778
47;Graduation;Married;33471;1;10;43;2;27;0;9;12;93
46;PhD;Married;34596;1;4;14;0;2;0;0;7;23
40;Graduation;Together;44010;1;10;186;36;234;86;72;48;662
32;Graduation;Married;84219;0;2;434;137;400;45;137;45;1198
52;PhD;Together;40706;3;1;59;0;11;4;2;5;81
32;2n Cycle;Married;15716;1;11;16;5;30;8;7;26;92
61;2n Cycle;Divorced;59052;1;11;230;35;75;63;57;31;491
49;Master;Together;80573;0;10;829;138;430;60;92;15;1564
58;Graduation;Married;83715;0;2;318;8;407;150;35;8;926
61;Master;Together;82576;0;8;1206;55;445;168;18;18;1910
55;Master;Married;56962;3;10;292;3;77;10;3;26;411
68;Graduation;Married;35704;2;1;30;9;12;2;11;30;94
66;Graduation;Together;53103;1;9;729;17;133;11;0;195;1085
60;2n Cycle;Widow;46779;2;7;12;1;3;0;0;7;23
55;Graduation;Divorced;4861;0;6;2;1;1;1;0;1;6
41;Master;Divorced;33462;1;8;22;3;18;0;0;11;54
42;Graduation;Divorced;63693;1;10;587;43;337;42;87;54;1150
70;Graduation;Married;80763;0;8;674;168;108;192;42;231;1415
46;PhD;Married;65352;1;8;284;3;84;4;7;23;405
42;PhD;Married;82170;0;11;1023;93;651;49;55;37;1908
51;Graduation;Married;75759;0;10;1394;22;708;89;91;182;2486
44;2n Cycle;Single;79689;0;5;311;26;640;180;37;121;1315
64;PhD;Widow;35340;2;6;27;0;12;0;1;5;45
66;Graduation;Divorced;85683;0;3;1296;17;311;45;69;51;1789
48;2n Cycle;Married;24884;1;11;3;6;7;0;0;3;19
39;Master;Together;42021;1;8;393;5;136;7;5;27;573
31;Graduation;Single;64449;1;2;218;63;282;137;35;70;805
66;Graduation;Divorced;64587;2;6;66;0;16;0;6;20;108
25;Graduation;Single;34824;0;3;4;2;11;2;0;4;23
42;Graduation;Together;75437;0;11;795;0;545;95;58;0;1493
63;Graduation;Together;26091;2;2;15;10;19;8;17;20;89
47;Graduation;Married;52845;1;8;384;25;292;130;41;64;936
64;Graduation;Divorced;46086;1;11;244;8;32;7;2;50;343
64;PhD;Widow;78028;1;9;158;19;288;25;0;38;528
33;PhD;Single;95169;0;10;1285;21;449;106;20;20;1901
39;2n Cycle;Married;56337;2;3;349;16;144;28;5;182;724
33;Graduation;Together;22434;1;2;4;12;11;3;13;15;58
66;PhD;Married;36930;1;5;223;2;31;0;2;39;297
66;Graduation;Single;36130;1;2;157;43;127;68;56;37;488
67;Master;Married;65569;1;11;397;46;288;20;38;70;859
68;Graduation;Together;83844;0;5;901;31;345;75;31;191;1574
52;Graduation;Married;19514;2;1;14;3;21;2;1;28;69
57;PhD;Single;36736;2;5;10;0;3;0;0;4;17
41;Graduation;Together;77568;1;8;1230;0;396;232;178;158;2194
44;PhD;Together;49187;1;1;81;1;31;2;1;0;116
42;Graduation;Single;30168;1;3;154;20;66;0;12;27;279
52;Master;Together;34053;1;9;63;0;21;7;0;12;103
49;Master;Married;38196;2;4;30;0;11;0;0;3;44
69;Master;Married;59412;0;4;90;67;165;30;43;11;406
55;2n Cycle;Married;70924;0;4;635;114;254;132;152;76;1363
51;Graduation;Together;54165;0;5;127;4;73;15;6;11;236
47;Graduation;Married;32300;1;1;13;3;6;6;5;6;39
44;Graduation;Single;20180;0;2;18;42;24;15;20;18;137
47;Graduation;Married;34961;1;6;45;2;26;4;1;1;79
46;PhD;Together;28440;1;7;38;1;24;0;0;0;63
67;PhD;Together;64504;3;3;986;36;168;16;0;108;1314
54;Master;Together;33564;1;6;61;0;3;0;0;7;71
42;Graduation;Married;17345;1;11;4;9;16;17;0;12;58
53;PhD;Married;56320;1;4;201;53;172;116;77;83;702
42;Graduation;Single;28647;1;8;19;8;29;0;12;26;94
33;Basic;Single;15038;1;1;4;8;11;19;12;26;80
62;PhD;Divorced;32173;1;8;18;0;2;0;0;2;22
56;2n Cycle;Together;68316;1;11;806;80;161;120;11;33;1211
49;Graduation;Together;74538;0;6;380;98;733;110;112;28;1461
49;Graduation;Single;91700;0;1;576;172;961;125;115;19;1968
51;Graduation;Together;68695;0;6;458;81;356;106;50;40;1091
43;2n Cycle;Married;31056;1;1;5;10;13;3;8;16;55
47;Graduation;Married;79593;0;5;350;60;568;110;133;145;1366
40;Graduation;Single;28071;0;8;39;33;130;41;26;44;313
62;PhD;Together;37334;2;2;26;1;16;2;2;15;62
48;Master;Single;46423;2;9;68;0;16;0;0;8;92
49;PhD;Married;37126;1;3;45;3;9;4;4;7;72
67;Graduation;Married;47703;1;5;359;0;134;13;26;123;655
61;Graduation;Married;61180;1;4;403;24;29;6;24;218;704
66;Graduation;Married;38998;2;11;34;1;14;0;0;5;54
29;Graduation;Single;8028;0;9;73;18;66;7;12;2;178
58;Graduation;Together;76081;0;5;292;30;415;63;33;200;1033
34;Graduation;Together;34728;1;7;14;0;16;0;0;6;36
55;Master;Single;33168;1;10;80;1;37;0;1;3;122
54;Master;Married;33585;1;9;30;11;33;13;6;29;122
60;PhD;Married;77037;1;10;463;96;333;168;53;10;1123
36;Graduation;Together;35196;1;11;75;12;141;43;39;187;497
54;Graduation;Married;44529;1;7;538;13;91;17;6;26;691
55;2n Cycle;Married;70924;0;4;635;114;254;132;152;76;1363
54;PhD;Together;28764;2;6;8;0;3;0;0;1;12
71;PhD;Married;69098;0;2;1315;22;780;145;0;178;2440
50;2n Cycle;Divorced;25959;2;2;4;2;12;7;5;26;56
37;Master;Married;27100;1;4;12;0;13;2;0;10;37
35;Graduation;Single;70596;0;10;347;44;534;17;0;26;968
46;Graduation;Married;42557;1;8;192;5;53;0;5;15;270
69;PhD;Married;53312;0;8;241;0;12;0;0;25;278
68;Graduation;Single;72228;0;11;631;28;491;30;14;56;1250
33;Graduation;Together;67605;0;3;336;28;282;184;54;54;938
71;Master;Married;62845;2;10;1099;0;45;0;0;34;1178
62;Graduation;Together;65196;2;7;743;19;181;12;0;200;1155
33;PhD;Single;42000;0;1;124;83;267;85;59;35;653
47;PhD;Divorced;35860;2;5;15;0;8;4;2;20;49
56;PhD;Married;65526;1;4;397;19;69;12;0;9;506
59;Graduation;Married;16860;2;9;10;4;4;3;3;14;38
28;Graduation;Single;83528;0;5;530;117;678;134;44;147;1650
55;2n Cycle;Divorced;64176;1;8;1215;33;249;64;116;149;1826
64;Graduation;Divorced;22304;0;8;3;2;7;0;4;2;18
42;Graduation;Married;67023;0;3;444;44;382;11;8;17;906
49;PhD;Together;32892;1;5;26;0;15;2;1;2;46
54;Graduation;Together;70713;1;12;736;114;279;82;76;190;1477
65;Graduation;Together;59925;1;11;473;21;176;19;21;56;766
67;Graduation;Married;39722;1;2;32;0;5;2;0;8;47
62;Graduation;Together;46610;0;7;288;10;30;4;10;125;467
59;Graduation;Together;88347;0;7;1050;178;555;77;138;118;2116
39;PhD;Married;87171;0;5;1001;44;107;58;44;44;1298
44;2n Cycle;Together;26907;2;8;9;1;7;0;3;2;22
52;Master;Single;50014;1;1;234;14;77;19;10;42;396
42;PhD;Married;41014;1;4;7;2;6;2;0;3;20
55;Graduation;Single;66294;0;3;251;108;334;65;92;117;967
49;Graduation;Married;36715;1;11;172;10;125;21;13;16;357
64;Graduation;Married;79456;0;8;565;42;548;64;83;99;1401
38;Graduation;Together;40479;1;8;5;0;8;2;0;0;15
50;Master;Single;75345;0;2;918;57;842;99;38;133;2087
43;Graduation;Married;54233;1;2;652;8;158;21;0;142;981
50;Graduation;Single;24163;2;10;4;1;7;2;1;2;17
62;PhD;Together;84460;0;1;152;27;103;106;54;81;523
37;Graduation;Together;43776;1;5;8;0;9;2;1;3;23
62;PhD;Single;71691;0;3;336;130;411;240;32;43;1192
47;PhD;Married;85844;0;5;938;19;843;25;95;38;1958
46;PhD;Single;39190;1;4;68;8;18;19;8;12;133
61;Graduation;Together;71367;0;8;227;23;389;42;21;75;777
48;PhD;Single;38578;2;6;38;4;22;3;3;3;73
55;PhD;Married;57236;2;3;105;0;9;2;1;4;121
41;Graduation;Single;61825;1;8;162;50;100;55;30;27;424
62;Graduation;Divorced;79803;1;6;574;8;216;21;16;33;868
34;2n Cycle;Single;80910;0;10;160;80;369;67;39;41;756
38;Master;Together;27590;1;4;6;0;5;0;0;1;12
41;Graduation;Married;56775;1;1;614;35;160;58;35;35;937
45;Graduation;Divorced;83829;0;10;897;161;430;186;161;27;1862
41;2n Cycle;Married;54210;1;5;70;54;109;80;9;45;367
34;Graduation;Married;38508;1;8;120;19;206;25;19;54;443
50;Graduation;Together;53187;1;10;211;2;30;7;7;10;267
48;Graduation;Married;30023;1;3;11;0;16;7;6;21;61
60;PhD;Single;76045;0;11;760;53;400;17;93;0;1323
68;PhD;Married;50870;1;6;53;0;8;0;0;2;63
50;2n Cycle;Married;15315;0;8;7;4;13;15;8;17;64
46;2n Cycle;Married;65463;1;1;391;32;70;21;32;16;562
55;Graduation;Married;66480;2;5;199;9;57;20;21;6;312
66;Graduation;Divorced;76773;0;2;516;56;449;86;33;16;1156
37;2n Cycle;Single;81698;0;3;709;45;115;30;160;45;1104
47;PhD;Single;54466;2;2;12;0;4;0;0;0;16
60;Master;Single;98777;0;2;1000;19;711;125;115;38;2008
36;PhD;Single;16269;1;8;19;3;18;3;1;0;44
49;Graduation;Together;71819;1;8;1224;28;140;0;14;168;1574
37;PhD;Married;33569;1;10;16;2;18;3;0;24;63
37;Master;Married;36262;0;9;88;39;54;64;28;153;426
54;Basic;Together;22634;0;1;2;23;11;8;6;46;96
42;2n Cycle;Married;47025;1;9;508;11;59;23;5;29;635
52;Graduation;Single;70566;1;10;381;28;215;84;28;21;757
41;PhD;Married;31605;1;11;74;0;42;2;1;6;125
47;Master;Divorced;52034;2;5;146;0;93;7;13;73;332
41;Graduation;Single;48526;1;12;23;17;23;43;20;9;135
66;Graduation;Married;46734;1;11;110;5;137;26;23;29;330
58;Graduation;Divorced;39552;2;12;165;3;147;4;24;41;384
54;Graduation;Single;86358;2;8;957;47;494;82;47;95;1722
43;Graduation;Together;46931;3;4;41;0;17;3;1;16;78
35;Basic;Single;16581;0;1;1;3;4;2;3;11;24
68;2n Cycle;Divorced;63998;0;12;176;29;818;0;33;112;1168
69;Master;Married;67381;1;1;815;8;53;11;0;70;957
53;Graduation;Single;25930;2;10;6;1;2;2;0;4;15
42;Graduation;Married;42693;1;6;8;4;20;6;3;16;57
44;Graduation;Together;85606;1;11;717;42;864;219;30;84;1956
35;Graduation;Single;72903;0;10;1067;138;750;0;19;39;2013
46;2n Cycle;Together;49669;1;5;166;5;107;11;8;29;326
52;PhD;Married;36778;2;8;29;4;34;2;4;4;77
58;PhD;Divorced;85696;0;5;714;76;395;116;0;12;1313
31;Master;Divorced;10979;0;5;8;4;10;2;2;4;30
59;Graduation;Married;49678;1;2;229;5;56;3;2;20;315
67;Master;Together;56129;1;6;320;48;133;39;72;48;660
31;Graduation;Married;37155;1;1;23;0;26;7;15;3;74
42;2n Cycle;Divorced;21282;1;5;1;5;8;4;8;20;46
58;PhD;Single;33419;1;8;56;0;12;0;0;18;86
75;Graduation;Widow;63285;0;11;508;124;249;50;38;134;1103
46;Master;Together;21255;1;1;29;0;25;2;2;3;61
39;Graduation;Together;42162;1;11;46;7;59;2;4;27;145
64;Graduation;Together;54450;2;9;454;0;171;8;19;32;684
66;PhD;Married;57744;1;11;350;3;39;0;0;19;411
34;Graduation;Single;26576;1;10;10;0;8;0;0;9;27
77;PhD;Widow;57513;0;7;735;40;183;52;20;30;1060
56;Graduation;Together;68142;1;8;897;126;196;91;112;37;1459
41;Graduation;Married;7500;1;8;5;2;3;3;0;5;18
46;Graduation;Together;83145;0;9;777;35;731;39;137;114;1833
60;Master;Married;54197;1;4;162;6;37;6;13;13;237
57;PhD;Single;23091;2;5;35;0;11;0;0;2;48
44;Graduation;Married;46049;2;7;342;9;112;19;14;19;515
46;Graduation;Together;56715;0;12;258;105;239;237;172;9;1020
59;Graduation;Married;79410;0;5;658;80;483;123;13;13;1370
69;Graduation;Married;57304;1;3;356;80;329;138;17;106;1026
55;Graduation;Married;44375;1;3;213;5;28;7;7;41;301
64;Graduation;Together;54450;2;9;454;0;171;8;19;32;684
55;Graduation;Married;59594;1;10;457;4;29;0;0;9;499
26;Graduation;Together;80685;0;8;241;45;604;34;26;54;1004
46;PhD;Married;40344;1;10;210;0;6;0;0;2;218
48;Graduation;Married;62710;1;5;441;35;83;7;29;11;606
52;2n Cycle;Married;48985;1;7;19;13;18;10;7;8;75
52;Graduation;Together;35322;3;8;28;9;37;12;7;13;106
72;Graduation;Married;77142;0;5;476;75;162;29;151;97;990
51;Graduation;Single;81657;0;1;364;40;425;158;60;50;1097
24;Basic;Married;14421;0;2;0;0;2;3;3;8;16
46;2n Cycle;Married;20130;0;3;0;6;3;7;6;12;34
30;PhD;Married;74214;0;8;863;83;547;86;99;33;1711
63;Master;Married;66726;2;1;349;7;35;0;0;47;438
41;Basic;Together;23724;1;1;5;23;15;0;18;14;75
60;Master;Married;47353;1;11;184;2;19;8;8;4;225
68;Master;Married;33444;2;11;8;0;8;0;0;2;18
39;Graduation;Married;54386;1;5;277;21;64;62;21;25;470
39;Graduation;Divorced;28510;2;4;44;5;19;0;4;19;91
29;Master;Single;90638;0;2;1156;120;915;94;144;96;2525
70;Graduation;Together;48070;1;1;373;14;83;6;9;19;504
63;Graduation;Married;43140;1;1;134;8;76;6;0;11;235
59;PhD;Divorced;54959;1;1;1148;0;60;0;0;24;1232
62;Basic;Single;15056;2;5;6;12;3;21;6;40;88
49;Graduation;Single;26954;1;5;4;1;11;0;0;1;17
35;Graduation;Single;22327;1;8;5;4;8;2;0;5;24
55;Graduation;Married;44393;2;8;24;2;20;2;2;10;60
68;PhD;Single;62000;1;8;899;0;101;0;0;20;1020
58;PhD;Together;31497;1;12;108;1;28;13;1;4;155
46;2n Cycle;Married;45894;2;2;27;2;7;0;2;13;51
50;Master;Divorced;78579;0;12;816;66;549;216;66;99;1812
51;Master;Widow;67369;1;11;1298;0;70;37;14;42;1461
60;Graduation;Divorced;58401;1;4;10;0;11;17;29;29;96
68;Graduation;Single;62307;1;2;87;13;34;10;6;10;160
51;Master;Married;43641;2;4;57;2;51;4;2;23;139
52;Master;Divorced;63841;1;4;635;15;100;20;7;131;908
55;2n Cycle;Married;46891;1;9;43;12;23;29;15;61;183
51;Master;Married;70091;1;3;964;34;137;15;0;11;1161
48;PhD;Married;78075;0;4;572;8;259;34;35;80;988
59;2n Cycle;Widow;59184;1;9;341;142;113;259;151;66;1072
43;Graduation;Married;54809;2;9;63;6;57;13;13;22;174
61;Graduation;Married;58113;1;1;221;104;169;102;78;84;758
62;Master;Married;51412;1;12;140;3;29;4;5;14;195
41;Graduation;Divorced;15287;1;10;1;2;8;4;3;13;31
63;Master;Together;66636;0;8;291;10;689;84;10;0;1084
64;Master;Married;50965;1;2;544;13;85;8;6;29;685
55;PhD;Married;84618;0;11;684;100;801;21;66;0;1672
30;Graduation;Married;18351;0;10;1;12;9;0;14;7;43
63;PhD;Together;40451;2;2;35;0;4;0;0;10;49
55;Graduation;Together;36317;1;5;87;3;25;3;2;13;133
63;Graduation;Together;42213;1;10;309;3;24;4;3;20;363
65;Graduation;Together;65748;1;4;172;73;93;95;78;34;545
48;Graduation;Together;77044;1;10;625;38;242;50;34;76;1065
51;Graduation;Together;74918;0;3;972;59;913;25;19;59;2047
48;Graduation;Married;56721;2;10;157;6;39;6;13;75;296
45;Graduation;Single;42160;2;6;48;9;45;3;15;20;140
55;Graduation;Single;61559;1;7;279;83;88;32;14;34;530
57;PhD;Together;33629;2;8;132;0;16;0;0;4;152
29;PhD;Together;68682;0;10;919;0;505;99;30;45;1598
57;Graduation;Single;34377;1;1;62;0;22;3;1;26;114
34;Basic;Single;8940;1;8;1;45;3;4;6;42;101
47;Graduation;Married;26228;1;9;2;6;4;3;1;9;25
63;2n Cycle;Divorced;77297;0;1;408;61;109;48;122;41;789
39;Graduation;Married;40211;2;7;51;1;7;2;1;25;87
62;PhD;Widow;33438;2;9;62;1;16;3;2;6;90
61;PhD;Married;75032;1;4;952;12;180;47;12;12;1215
65;PhD;Single;61284;0;10;618;15;106;20;7;45;811
34;Graduation;Married;22518;1;10;11;7;12;2;2;27;61
45;Master;Married;54730;1;8;318;3;17;4;7;56;405
65;Master;Married;38452;2;3;56;0;14;0;0;2;72
49;Graduation;Divorced;44421;2;2;110;5;59;7;1;7;189
34;PhD;Together;38197;1;6;23;0;11;2;1;3;40
42;Graduation;Divorced;41986;1;2;27;5;8;8;3;12;63
37;Graduation;Together;28427;1;3;18;3;19;3;3;6;52
44;PhD;Together;37395;1;5;18;0;9;0;1;11;39
49;Graduation;Married;64722;1;5;303;0;280;60;147;15;805
64;Master;Together;55249;1;4;97;1;19;2;0;11;130
48;Graduation;Together;84906;0;10;997;15;414;99;30;76;1631
31;Graduation;Married;28691;1;7;5;4;13;8;0;4;34
68;Graduation;Single;44213;2;11;95;11;35;0;4;7;152
36;Basic;Single;25707;1;1;1;6;2;3;6;3;21
53;PhD;Married;59062;3;10;46;1;12;3;0;9;71
58;Graduation;Single;76624;1;5;411;106;147;54;115;66;899
73;Master;Together;66000;0;4;244;51;270;101;0;45;711
42;PhD;Together;27683;1;8;152;9;121;12;12;45;351
49;Graduation;Divorced;1730;0;5;1;1;3;1;1;1;8
28;Basic;Single;7500;1;12;10;17;18;8;26;40;119
52;Graduation;Together;40521;2;4;12;0;5;0;0;4;21
47;PhD;Together;20427;1;3;5;0;4;0;0;1;10
45;Graduation;Married;65106;1;5;790;19;133;12;0;19;973
55;PhD;Married;69969;0;8;882;29;514;38;29;44;1536
68;Graduation;Married;67433;2;7;615;28;259;12;48;30;992
53;PhD;Married;77766;1;2;1004;59;265;115;59;27;1529
48;Graduation;Married;74716;1;9;133;27;421;13;195;71;860
57;Graduation;Divorced;68118;1;10;595;23;123;10;23;154;928
50;PhD;Married;55158;2;7;293;0;87;4;11;23;418
65;2n Cycle;Married;62972;1;8;313;15;47;20;0;192;587
45;Graduation;Married;74190;1;5;151;81;86;168;91;64;641
44;Graduation;Married;39356;2;3;15;0;2;0;0;6;23
51;Graduation;Together;76653;0;8;736;63;946;219;189;126;2279
47;PhD;Divorced;35860;2;5;15;0;8;4;2;20;49
37;PhD;Divorced;90687;0;5;982;17;672;23;34;51;1779
38;Master;Together;73450;0;12;1142;51;415;90;69;37;1804
60;Graduation;Married;31454;2;7;28;0;11;0;0;9;48
68;Graduation;Single;47139;2;3;46;0;12;0;2;23;83
45;Graduation;Divorced;83829;0;10;897;161;430;186;161;27;1862
57;PhD;Married;53378;2;9;489;6;152;8;6;132;793
50;Graduation;Together;19656;1;2;25;4;9;6;8;32;84
72;PhD;Married;45579;1;8;145;1;33;2;1;1;183
62;2n Cycle;Single;85485;0;6;630;26;611;44;18;54;1383
76;Graduation;Married;55956;0;4;760;38;104;50;9;38;999
57;Master;Single;64191;1;1;420;15;186;151;38;15;825
48;Graduation;Single;38808;1;8;125;17;52;3;19;30;246
54;Master;Married;57183;2;3;464;5;64;7;0;70;610
52;Master;Divorced;23748;1;11;6;6;29;12;15;8;76
49;Graduation;Married;66303;1;2;1090;12;96;16;12;60;1286
45;Master;Married;37368;1;12;3;2;11;2;2;10;30
56;Graduation;Married;40800;3;1;24;0;27;8;30;10;99
42;Graduation;Divorced;71847;0;9;737;21;106;55;63;210;1192
45;Graduation;Married;46149;1;11;254;6;71;4;0;27;362
37;Graduation;Together;78687;0;8;817;185;687;145;55;241;2130
49;2n Cycle;Divorced;49118;0;8;620;54;239;99;98;119;1229
63;PhD;Married;37633;2;9;13;4;20;0;0;1;38
69;Master;Together;39767;0;7;113;61;204;34;26;47;485
69;Basic;Married;26997;0;11;7;23;78;133;49;144;434
50;Graduation;Divorced;33986;1;3;16;2;18;2;1;5;44
48;PhD;Married;57091;1;11;462;0;24;6;0;4;496
51;2n Cycle;Married;46831;2;6;22;2;10;6;4;34;78
48;Master;Married;83151;0;2;968;147;842;137;42;210;2346
49;Graduation;Married;52531;0;12;283;112;151;51;72;125;794
64;Graduation;Married;15759;0;9;1;2;5;6;0;3;17
49;Graduation;Single;22804;1;7;14;1;7;2;1;1;26
47;2n Cycle;Married;43050;1;3;30;5;24;6;3;8;76
43;PhD;Single;42997;2;12;4;0;5;0;1;5;15
57;PhD;Single;48918;2;4;52;0;9;0;0;1;62
66;Master;Together;60033;1;3;62;1;57;19;11;48;198
42;PhD;Together;34043;1;10;20;2;14;3;0;10;49
54;Graduation;Together;57811;1;6;545;7;114;37;21;78;802
74;Graduation;Married;78569;0;2;558;79;622;207;175;95;1736
42;Graduation;Single;7500;2;12;6;5;4;13;4;25;57
49;Master;Together;157733;1;6;39;1;9;2;0;8;59
67;Graduation;Together;94384;0;3;1111;24;790;160;45;172;2302
35;2n Cycle;Married;23148;0;2;4;6;8;6;3;10;37
50;Graduation;Divorced;44267;2;2;183;5;65;3;5;49;310
41;Graduation;Married;71626;0;11;546;72;376;94;145;72;1305
54;Graduation;Together;60894;1;6;606;7;155;10;0;54;832
44;Graduation;Together;50200;2;4;266;6;51;8;6;64;401
55;PhD;Married;81051;0;5;1142;29;249;38;29;14;1501
38;Graduation;Married;65169;0;1;1074;0;69;0;0;46;1189
48;Graduation;Together;59868;1;7;771;51;154;54;10;154;1194
60;PhD;Married;65695;1;1;371;32;189;0;58;6;656
64;Master;Single;64857;0;11;556;14;717;210;0;43;1540
55;Master;Together;45143;1;8;202;5;74;11;5;14;311
65;2n Cycle;Together;74805;1;11;209;162;209;41;162;37;820
31;2n Cycle;Married;59060;1;1;35;40;111;36;40;12;274
58;PhD;Single;27238;2;4;37;0;17;0;0;3;57
55;Graduation;Together;47009;1;10;171;45;73;59;10;90;448
47;2n Cycle;Married;46094;2;6;12;2;20;3;2;5;44
48;Graduation;Married;40321;2;7;44;4;21;6;0;27;102
36;Graduation;Together;37235;1;2;20;2;9;4;6;20;61
60;Master;Married;81843;0;4;779;86;537;34;69;138;1643
62;Master;Together;46692;1;6;170;6;97;24;12;88;397
52;Graduation;Together;77382;1;1;491;48;231;112;105;134;1121
43;Graduation;Single;37774;2;9;173;8;107;7;2;176;473
46;Basic;Married;18393;1;3;7;10;13;16;0;4;50
58;Master;Married;72828;1;2;1205;0;235;19;14;205;1678
38;Graduation;Married;24711;0;4;10;7;25;6;3;7;58
45;PhD;Married;45503;1;9;97;4;44;6;1;18;170
38;Master;Single;6560;0;12;67;11;26;4;3;262;373
75;PhD;Together;71604;0;11;345;53;528;98;75;97;1196
41;Graduation;Married;27244;1;3;6;5;17;3;24;46;101
51;Graduation;Married;48752;2;12;73;57;100;71;15;0;316
58;Graduation;Married;71434;1;9;711;36;217;172;96;168;1400
72;Graduation;Single;90842;0;7;774;70;118;182;187;93;1424
42;Master;Married;88097;1;8;163;0;480;0;126;75;844
45;Graduation;Married;51948;1;9;82;33;54;71;30;41;311
